ticker,text,lang,in_reply_to,is_quote_status,retweeted_tweet,possibly_sensitive,favorited,date,quote_count,reply_count,favorite_count,view_count,view_count_state,retweet_count,is_translatable,edits_remaining,has_card,thumbnail_title,urls,hashtags,user,1_day_after
AAPL,"Online retailers in China have slashed the prices of Apple’s, $AAPL, new iPhone 16 series ahead of its official release, per Reuters",en,,False,,,False,2024-09-17 16:21:55+00:00,7.0,53.0,311.0,147476.0,EnabledWithCount,27.0,0.0,5.0,False,,[],[],,1
AAPL,"Apple, $AAPL, has received FDA approval for Sleep Apnea Detection on the Apple Watch",en,,False,,,False,2024-09-16 17:11:08+00:00,52.0,103.0,3181.0,424676.0,EnabledWithCount,300.0,0.0,5.0,False,,[],[],,1
AAPL,"This week, Apple, $AAPL, announced its new Visual Intelligence for iPhone 16. https://t.co/YcQM0BkpFm",en,,False,,0.0,False,2024-09-14 23:01:00+00:00,5.0,80.0,665.0,273194.0,EnabledWithCount,59.0,0.0,5.0,False,,[],[],,0
AAPL,"Glassdoor approval ratings:  

Jensen Huang , $NVDA: 97%
Sundar Pichai , $GOOGL: 94%
Tim Cook , $AAPL: 87%
Mark Zuckerberg, $META: 66%
Andy Jassy, $AMZN: 54%",de,,False,,,False,2024-09-13 15:57:00+00:00,6.0,62.0,909.0,208409.0,EnabledWithCount,50.0,0.0,5.0,False,,[],[],,0
AAPL,"Apple, $AAPL, must pay $14 billion tax bill to Ireland, EU court rules",en,,False,,,False,2024-09-11 11:17:00+00:00,15.0,97.0,669.0,235398.0,EnabledWithCount,93.0,0.0,5.0,False,,[],[],,1
AAPL,"At close: $AAPL, $GOOGL, $NVDA

https://t.co/F4eY8aRYjU https://t.co/j8uEJCenwz",en,,False,,0.0,False,2024-09-09 19:59:22+00:00,1.0,32.0,159.0,270034.0,EnabledWithCount,19.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/heatmaps', 'expanded_url': 'http://unusualwhales.com/heatmaps', 'url': 'https://t.co/F4eY8aRYjU', 'indices': [32, 55]}]",[],,0
AAPL,"Apple's, $AAPL, new iPhone 16 starts at $799 and $899 for the iPhone 16 Plus.",en,,False,,,False,2024-09-09 18:17:05+00:00,8.0,77.0,590.0,233558.0,EnabledWithCount,29.0,0.0,5.0,False,,[],[],,0
AAPL,"JUST IN: Apple, $AAPL, AirPods Pro 2 adding a clinical grade hearing aid functionality.

Also, Apple Watch to detect sleep apnea, using the watch’s accelerometer to find disturbances in sleep.",en,,False,,,False,2024-09-09 18:04:00+00:00,16.0,82.0,1082.0,280639.0,EnabledWithCount,71.0,0.0,5.0,False,,[],[],,0
AAPL,"Apple, $AAPL, is currently red on the day with its iPhone 16 event: https://t.co/eDJssoQLXl",en,,False,,0.0,False,2024-09-09 17:46:58+00:00,5.0,78.0,438.0,128412.0,EnabledWithCount,25.0,0.0,5.0,False,,[],[],,0
AAPL,"BREAKING: Apple, $AAPL, has announced a new iPhone 16, new Apple Watches, and new Airpods.",en,,False,,,False,2024-09-09 17:09:29+00:00,23.0,175.0,1230.0,285003.0,EnabledWithCount,90.0,0.0,5.0,False,,[],[],,0
AAPL,"Apple, $AAPL, event starting.

https://t.co/NZ42mMeaYO",en,,False,,0.0,False,2024-09-09 17:03:23+00:00,2.0,26.0,76.0,73161.0,EnabledWithCount,7.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/news-feed', 'expanded_url': 'http://unusualwhales.com/news-feed', 'url': 'https://t.co/NZ42mMeaYO', 'indices': [31, 54]}]",[],,0
AAPL,"The delay of Apple's, $AAPL, AI features likely means that the iPhone 16 won't see a ""super cycle"" of orders, per Bloomberg",en,,False,,,False,2024-09-09 13:30:36+00:00,7.0,82.0,585.0,196002.0,EnabledWithCount,57.0,0.0,5.0,False,,[],[],,0
AAPL,"Ever want to learn more about calendar spreads?

Well on our options profit calculator, we just expanded their functionality!

Come try them out and see how a calendar spread on $TSLA $VIX $GME $AAPL or $NVDA performs.

Link: https://t.co/54hFdkMad0 https://t.co/B4MrecvN5o",en,,False,,0.0,False,2024-09-08 18:01:00+00:00,1.0,18.0,60.0,74997.0,EnabledWithCount,7.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/options-profit…', 'expanded_url': 'https://unusualwhales.com/options-profit-calculator', 'url': 'https://t.co/54hFdkMad0', 'indices': [226, 249]}]",[],,0
AAPL,"Apple, $AAPL, will eclipse Nvidia, $NVDA, as the top AI stock in 2025, Citi, $C, has said",en,,False,,,False,2024-09-06 14:17:00+00:00,4.0,60.0,358.0,130053.0,EnabledWithCount,32.0,0.0,5.0,False,,[],[],,0
AAPL,"Ever want to learn more about calendar spreads?

Well on our options profit calculator, we just expanded their functionality!

Come try them out and see how a calendar spread on $TSLA $VIX $GME $AAPL o4 $NVDA performs.

Link: https://t.co/54hFdkMad0 https://t.co/BrSjdCkKC9",en,,False,,0.0,False,2024-09-05 16:58:00+00:00,0.0,17.0,30.0,53979.0,EnabledWithCount,3.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/options-profit…', 'expanded_url': 'https://unusualwhales.com/options-profit-calculator', 'url': 'https://t.co/54hFdkMad0', 'indices': [226, 249]}]",[],,0
AAPL,"Apple, $AAPL, in talks to join OpenAI funding round, per WSJ.",en,,False,,,False,2024-08-29 18:02:00+00:00,5.0,40.0,284.0,118120.0,EnabledWithCount,33.0,0.0,5.0,False,,[],[],,0
AAPL,"Apple, $AAPL, orders over 10% more iphones than last year, per Bloomberg.",en,,False,,,False,2024-08-29 11:02:00+00:00,2.0,37.0,242.0,94350.0,EnabledWithCount,27.0,0.0,5.0,False,,[],[],,0
AAPL,"BREAKING: Apple, $AAPL, has begun mass producing the new iPhone lineup, including the Pro series, in India, per Nikkei.",en,,False,,,False,2024-08-29 06:48:53+00:00,16.0,107.0,1729.0,255008.0,EnabledWithCount,125.0,0.0,5.0,False,,[],[],,0
AAPL,"Apple, $AAPL, expected to launch new iPhones Sept 9, per Bloomberg, with Apple AI features",en,,False,,,False,2024-08-26 16:21:21+00:00,6.0,63.0,738.0,145433.0,EnabledWithCount,53.0,0.0,,False,,[],[],,1
AAPL,"NEW MOBILE FEATURE!

We just revamped our mobile earnings breakdowns to our apps &amp; overview pages for stocks and options.

Use the apps this week to help you navigate the markets in this busy earnings week as $AAPL, $AMZN, $MSFT all report.

Apps link: https://t.co/g6EXgd58AU https://t.co/SiOktPJYm6",en,,False,,0.0,False,2024-08-24 16:01:00+00:00,0.0,5.0,49.0,66010.0,EnabledWithCount,5.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/features#apps', 'expanded_url': 'https://unusualwhales.com/features#apps', 'url': 'https://t.co/g6EXgd58AU', 'indices': [257, 280]}]",[],,1
AAPL,"JUST IN: Apple, $AAPL, plans for new iPhones, Airpods, and watches on Sept 10.",en,,False,,,False,2024-08-23 18:36:00+00:00,55.0,172.0,3074.0,472010.0,EnabledWithCount,241.0,0.0,5.0,False,,[],[],,1
AAPL,"Rating changes for today

$AAPL initiated HOLD at 211
$AMD initiated BUY 
$AR upgraded BUY at 44
$BURL upgraded BUY at 300
$NEM upgraded BUY at 59
$PSTG HOLD at 60
$SHAK downgraded HOLD at 114

Start your day checking ratings with unusualwhales : https://t.co/LgOcWC7qDe https://t.co/vzKy09XeBb",en,,False,,0.0,False,2024-08-20 14:00:03+00:00,0.0,11.0,71.0,67044.0,EnabledWithCount,15.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/analysts', 'expanded_url': 'http://unusualwhales.com/analysts', 'url': 'https://t.co/LgOcWC7qDe', 'indices': [247, 270]}]",[],,1
AAPL,"NEW MOBILE FEATURE!

We just revamped our mobile earnings breakdowns to our apps &amp; overview pages for stocks and options.

Use the apps this week to help you navigate the markets in this busy earnings week as $AAPL, $AMZN, $MSFT all report.

Apps link: https://t.co/g6EXgd58AU https://t.co/wbparxNbHw",en,,False,,0.0,False,2024-08-19 00:01:00+00:00,1.0,28.0,61.0,95226.0,EnabledWithCount,2.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/features#apps', 'expanded_url': 'https://unusualwhales.com/features#apps', 'url': 'https://t.co/g6EXgd58AU', 'indices': [257, 280]}]",[],,1
AAPL,"JUST IN: Driver’s licenses and state IDs in Apple, $AAPL, Wallet are coming to California",en,,False,,,False,2024-08-15 17:59:09+00:00,144.0,205.0,4318.0,768118.0,EnabledWithCount,326.0,0.0,5.0,False,,[],[],,1
AAPL,"To get all $AAPL news, you can subscribe to Unusual Whales.

Get custom flow, alerts and unusual options.

See more: https://t.co/ZqupDAkQ8p",en,1.8237179641574769e+18,False,,0.0,False,2024-08-15 00:58:00+00:00,0.0,5.0,43.0,78922.0,EnabledWithCount,1.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/stock/aapl/ove…', 'expanded_url': 'https://unusualwhales.com/stock/aapl/overview', 'url': 'https://t.co/ZqupDAkQ8p', 'indices': [117, 140]}]",[],,1
AAPL,"Berkshire Hathaway just released its 13F for Q2 2024. Read our key takeaways: https://t.co/x4vkdAAOyT

Including:

— Which stocks Warren Buffett and team bought and sold last quarter

— Why Buffett sold $AAPL

— 3 of the most undervalued stocks to buy in Berkshire's portfolio",en,,False,,0.0,False,2024-08-14 22:41:29+00:00,0.0,2.0,5.0,2550.0,EnabledWithCount,1.0,0.0,5.0,True,3 Warren Buffett Stocks to Buy After Berkshire Hathaway’s New 13F Filing Release,"[{'display_url': 'spr.ly/6016lyeLr', 'expanded_url': 'http://spr.ly/6016lyeLr', 'url': 'https://t.co/x4vkdAAOyT', 'indices': [78, 101]}]",[],,1
AAPL,"BREAKING: Warren Buffett of Berkshire Hathaway, $BRK.A, has updated his holdings.

He reduced his Apple $AAPL by almost 50%.

He added Ultra Beauty $ULTA for $266 million shares.

He added Heico $HEI for $185 million shares. https://t.co/LP0vBy2pUt",en,,False,,0.0,False,2024-08-14 21:08:54+00:00,22.0,92.0,1428.0,341045.0,EnabledWithCount,165.0,0.0,5.0,False,,[],[],,1
AAPL,"Apple, $AAPL, is spending billions of dollars a year on original programming, but its streaming service is attracting just 0.2% of TV viewing in the US, per Bloomberg.

In fact, Apple TV+ generates less viewing in one month than Netflix, $NFLX, does in one day",en,,False,,,False,2024-08-14 13:47:00+00:00,102.0,332.0,3168.0,561923.0,EnabledWithCount,249.0,0.0,5.0,False,,[],[],,1
AAPL,"Apple, $AAPL, and Rivian, $RIVN, have announced that Apple Music audio streaming technology is now available to all current Rivian vehicle owners via an over-the-air update.",en,,False,,,False,2024-08-13 18:24:26+00:00,2.0,42.0,443.0,138697.0,EnabledWithCount,45.0,0.0,5.0,False,,[],[],,1
AAPL,"NEW MOBILE FEATURE!

We just revamped our mobile earnings breakdowsn to our apps &amp; overview pages for stocks and options.

Use the apps this week to help you navigate the markets in this busy earnings week as $AAPL, $AMZN, $MSFT all report.

Apps link: https://t.co/g6EXgd58AU https://t.co/pSFUVLtIjo",en,,False,,0.0,False,2024-08-11 13:01:00+00:00,0.0,22.0,69.0,89524.0,EnabledWithCount,2.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/features#apps', 'expanded_url': 'https://unusualwhales.com/features#apps', 'url': 'https://t.co/g6EXgd58AU', 'indices': [257, 280]}]",[],,1
AAPL,"Here are the most bullish and bearish option chains trading today:

$CAT
$INTC
$SNOW
$HOOD
$GOOGL
$AAPL

Link: https://t.co/cc6cZp0F16 https://t.co/zOWYUZE3Hl",en,,False,,0.0,False,2024-08-09 18:08:13+00:00,2.0,9.0,86.0,76474.0,EnabledWithCount,12.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/hottest-contra…', 'expanded_url': 'http://unusualwhales.com/hottest-contracts', 'url': 'https://t.co/cc6cZp0F16', 'indices': [111, 134]}]",[],,1
AAPL,"At close: $AAPL $NVDA $AMZN $SMCI

Get a discord bot to help you navigate the market and generate visuals like the heatmap image here, at the link below!

Link: https://t.co/lIDpnCxZai https://t.co/bNbQLu4IpE",en,,False,,0.0,False,2024-08-07 20:00:11+00:00,1.0,15.0,120.0,76077.0,EnabledWithCount,18.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/discord-bot', 'expanded_url': 'http://unusualwhales.com/discord-bot', 'url': 'https://t.co/lIDpnCxZai', 'indices': [161, 184]}]",[],,1
AAPL,"Apple, $AAPL, closes down 4.8% since Sept 2022.

Warren Buffett's Berkshire Hathway, $BRK.B, sold 50% of its Apple position. https://t.co/ybLXXFgQOp",en,,False,,0.0,False,2024-08-05 20:32:00+00:00,3.0,39.0,297.0,127418.0,EnabledWithCount,33.0,0.0,5.0,False,,[],[],,1
AAPL,"BREAKING: Warren Buffett's Berkshire Hathaway, $BRK.A, sold nearly half its stake in Apple, $AAPL.

It was $84.2 billion at the end of the second quarter, suggesting that the Oracle of Omaha offloaded a little more than 49% of its stake.",en,,False,,,False,2024-08-03 14:40:50+00:00,90.0,147.0,4608.0,1002571.0,EnabledWithCount,493.0,0.0,5.0,False,,[],[],,0
AAPL,"BREAKING: Apple, $AAPL earnings:

EPS $1.40 vs $1.34 expected (beat)
Revenue $85.8 B vs $84.38 B expected    (beat) 

Link: https://t.co/NZ42mMeaYO https://t.co/Y2ibAfs58I",en,,False,,0.0,False,2024-08-01 20:31:18+00:00,10.0,70.0,1799.0,243695.0,EnabledWithCount,116.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/news-feed', 'expanded_url': 'http://unusualwhales.com/news-feed', 'url': 'https://t.co/NZ42mMeaYO', 'indices': [124, 147]}]",[],,0
AAPL,"Call your earnings call.

$AAPL $AMZN $COIN and more up.

Which are you trading with ten minutes left to go? https://t.co/gogf6iKkB7",en,,False,,0.0,False,2024-08-01 19:51:05+00:00,6.0,49.0,333.0,104465.0,EnabledWithCount,42.0,0.0,5.0,False,,[],[],,0
AAPL,Everyone headed into $AAPL $AMZN $COIN $INTC $SNAP $MARA $X $SQ $DKNG $DASH $ROKU $NET $MSTR earnings: https://t.co/NtXp1FVmj5,en,,False,,0.0,False,2024-08-01 19:27:19+00:00,3.0,30.0,486.0,105442.0,EnabledWithCount,31.0,0.0,5.0,False,,[],[],,0
AAPL,"Here are the most bullish and bearish option chains trading today:

$JPM
$SHOP
$AMD
$NVDA
$COIN
$AAPL

Link: https://t.co/cc6cZp0F16 https://t.co/cE9UKz7iHH",en,,False,,0.0,False,2024-08-01 18:37:01+00:00,1.0,11.0,79.0,74078.0,EnabledWithCount,16.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/hottest-contra…', 'expanded_url': 'http://unusualwhales.com/hottest-contracts', 'url': 'https://t.co/cc6cZp0F16', 'indices': [109, 132]}]",[],,0
AAPL,"Here is $AAPL, Apple’s earning breakdown.

It has an implied move of 3.64%, or $7.93.

Four of the last seven moves were greater than their expected earnings move.

$AAPL generally has a positive one week before earnings, followed by a positive week after earnings.

Link: https://t.co/v3xACnZvCU",en,,False,,0.0,False,2024-08-01 18:20:30+00:00,1.0,15.0,90.0,71747.0,EnabledWithCount,9.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/stock/AAPL/ear…', 'expanded_url': 'https://unusualwhales.com/stock/AAPL/earnings', 'url': 'https://t.co/CvytUcTAZZ', 'indices': [273, 296]}]",[],,0
AAPL,"Earnings in after hours:

$AAPL $AMZN $INTC $SNAP $MARA $X $COIN $SQ $DKNG $MSTR $OPEN

https://t.co/IKaoJ21ciH https://t.co/B6ULP7KFqF",en,,False,,0.0,False,2024-08-01 17:27:00+00:00,2.0,21.0,87.0,75509.0,EnabledWithCount,15.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/earnings?forma…', 'expanded_url': 'https://unusualwhales.com/earnings?formats=calendar&min_date=2024-07-29&max_date=2024-08-03', 'url': 'https://t.co/IKaoJ21ciH', 'indices': [88, 111]}]",[],,0
AAPL,"Apple, $AAPL, says its AI models were trained on Google’s, $GOOGL, custom chips",en,,False,,,False,2024-07-29 20:38:53+00:00,11.0,74.0,565.0,169987.0,EnabledWithCount,58.0,0.0,5.0,False,,[],[],,1
AAPL,"At close: $AAPL $AMZN $META

Link: https://t.co/lIDpnCxZai https://t.co/77kpmlx1OV",en,,False,,0.0,False,2024-07-29 20:00:45+00:00,0.0,24.0,143.0,76632.0,EnabledWithCount,30.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/discord-bot', 'expanded_url': 'http://unusualwhales.com/discord-bot', 'url': 'https://t.co/lIDpnCxZai', 'indices': [35, 58]}]",[],,1
AAPL,"JUST IN: Apple, $AAPL, has released the first version of Apple Intelligence, its suite of artificial intelligence features that will improve Siri, automatically generate emails and images and sort notifications.",en,,False,,,False,2024-07-29 19:02:00+00:00,10.0,57.0,507.0,150857.0,EnabledWithCount,53.0,0.0,5.0,False,,[],[],,1
AAPL,"Over 1/3 of all S&amp;P and Nasdaq companies report this week.

M: $MCD 
T: $AMD $EA $FSLR $MDLZ $MSFT $PFE $PINS $PYPL $SOFI
W: $ARM $BA $CCJ $ENVX $META $MO $QCOM $TEVA
Th: $AAPL $AMZN $COIN $DKNG $INTC $MBLY $MRNA $NET $RBLX $SNAP $SQ
F: $XOM

Follow: https://t.co/lNGVHeG6RW https://t.co/IML6VUIMIz",en,,False,,0.0,False,2024-07-29 16:21:51+00:00,2.0,24.0,111.0,82082.0,EnabledWithCount,26.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/earnings', 'expanded_url': 'http://unusualwhales.com/earnings', 'url': 'https://t.co/lNGVHeG6RW', 'indices': [255, 278]}]",[],,1
AAPL,"NEW MOBILE FEATURE!

We just revamped our mobile earnings breakdowsn to our apps &amp; overview pages for stocks and options.

Use the apps this week to help you navigate the markets in this busy earnings week as $AAPL, $AMZN, $MSFT all report.

Apps link: https://t.co/g6EXgd58AU https://t.co/NdLZAk8487",en,,False,,0.0,False,2024-07-29 11:13:00+00:00,0.0,18.0,78.0,142779.0,EnabledWithCount,5.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/features#apps', 'expanded_url': 'https://unusualwhales.com/features#apps', 'url': 'https://t.co/g6EXgd58AU', 'indices': [257, 280]}]",[],,1
AAPL,"Mark Zuckerberg of $META says he wants to control his own tech “destiny” by releasing the largest open-source AI model ever, and avoiding the “soul-crushing” tactics of Apple, $AAPL, per Bloomberg: https://t.co/HCnkyfp7qq",en,,False,,0.0,False,2024-07-27 18:01:00+00:00,7.0,65.0,519.0,179264.0,EnabledWithCount,43.0,0.0,5.0,False,,[],[],,0
AAPL,"Apple, $AAPL, Store workers in Maryland have made history, securing the first-ever tentative union contract, per MorePerfectUnion.

Under the agreement, the workers will win 10% raises, scheduling improvements, limits on contracted workers, and more.",en,,False,,,False,2024-07-27 16:05:42+00:00,3.0,64.0,444.0,145767.0,EnabledWithCount,35.0,0.0,5.0,False,,[],[],,0
AAPL,"JUST IN: Apple, $AAPL, storefront employees in Maryland have secured the first-ever tentative union contract at $AAPL, per ACoreUnion",en,,False,,,False,2024-07-27 03:17:00+00:00,5.0,75.0,470.0,221638.0,EnabledWithCount,38.0,0.0,5.0,False,,[],[],,0
AAPL,"The top bullish and bearish chains:

$WFC
$COHR
$UBER
$META
$UPS
$DAL
$BAC
$AAPL

See more: https://t.co/s2le2hzhoz https://t.co/zUm7datFzG",en,,False,,0.0,False,2024-07-24 18:10:19+00:00,1.0,25.0,65.0,73480.0,EnabledWithCount,11.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/hottest-contra…', 'expanded_url': 'https://unusualwhales.com/hottest-contracts', 'url': 'https://t.co/s2le2hzhoz', 'indices': [92, 115]}]",[],,0
AAPL,"Big tech like $META, $NVDA, $TSLA, $AAPL, and $GOOGL are falling again.

Are you buying here or waiting? https://t.co/yeaEeF8cbl",en,,False,,0.0,False,2024-07-24 14:25:28+00:00,37.0,609.0,2075.0,493420.0,EnabledWithCount,176.0,0.0,5.0,False,,[],[],,0
AAPL,"JUST IN: Apple, $AAPL, is working on a foldable iphone that could be released as early as 2026.",en,,False,,,False,2024-07-23 15:13:12+00:00,204.0,482.0,3405.0,739773.0,EnabledWithCount,246.0,0.0,5.0,False,,[],[],,0
AAPL,"Apple, $AAPL, is moving ahead with its foldable phone, per the Information",en,,False,,,False,2024-07-23 15:12:35+00:00,35.0,90.0,690.0,233017.0,EnabledWithCount,53.0,0.0,5.0,False,,[],[],,0
AAPL,"Say you want to enter $AAPL at the best time of year to maximize average gains.  

Well now you can figure out when to do it easily and simply.  

To use the above charts, to the seasonality pages on Unusual Whales.  

For $GME, GameStop, check: https://t.co/EV1EpY3dJj",en,1.8147674869755538e+18,False,,0.0,False,2024-07-20 21:31:00+00:00,0.0,9.0,64.0,74109.0,EnabledWithCount,2.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/stock/GME/seas…', 'expanded_url': 'http://unusualwhales.com/stock/GME/seasonality', 'url': 'https://t.co/EV1EpY3dJj', 'indices': [246, 269]}]",[],,0
AAPL,"Back in February, it was reported people were returning their Apple, $AAPL, vision.

Read more: https://t.co/Qr7X29tHTH",en,1.814303428945838e+18,False,,0.0,False,2024-07-20 04:31:00+00:00,2.0,6.0,82.0,92116.0,EnabledWithCount,4.0,0.0,5.0,True,"Apple, $AAPL, fans are starting to return their Vision Pros","[{'display_url': 'unusualwhales.com/news/apple-aap…', 'expanded_url': 'https://unusualwhales.com/news/apple-aapl-fans-are-starting-to-return-their-vision-pros', 'url': 'https://t.co/Qr7X29tHTH', 'indices': [96, 119]}]",[],,0
AAPL,"Say you want to enter $AAPL at the best time of year to maximize average gains.

Well now you can figure out when to do it easily and simply.

To use the above charts, to the seasonality pages on Unusual Whales.

For $GME, check: https://t.co/EV1EpY3dJj",en,1.813989041584714e+18,False,,0.0,False,2024-07-19 21:58:00+00:00,0.0,13.0,56.0,74354.0,EnabledWithCount,2.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/stock/GME/seas…', 'expanded_url': 'http://unusualwhales.com/stock/GME/seasonality', 'url': 'https://t.co/EV1EpY3dJj', 'indices': [230, 253]}]",[],,0
AAPL,"Apple, $AAPL, Vision Pro has yet to sell 100,000 units, per IDC + Bloomberg.",en,,False,,,False,2024-07-19 14:17:00+00:00,79.0,182.0,1771.0,533236.0,EnabledWithCount,133.0,0.0,5.0,False,,[],[],,0
AAPL,"To get all $AAPL news, check Unusual Whales.

See options chains, stock info, and much more onsite or on App.

See more: https://t.co/ZqupDAkiiR",en,1.8139636907289234e+18,False,,0.0,False,2024-07-18 23:58:00+00:00,1.0,4.0,40.0,87235.0,EnabledWithCount,0.0,0.0,5.0,False,,"[{'display_url': 'unusualwhales.com/stock/aapl/ove…', 'expanded_url': 'https://unusualwhales.com/stock/aapl/overview', 'url': 'https://t.co/ZqupDAkiiR', 'indices': [121, 144]}]",[],,0
AAPL,"Apple, $AAPL, Vision Pro US sales are all but dead, per Gizmodo.

Anyone in the US who wanted a $3,500 Vision Pro may already have one, it reported.",en,,False,,,False,2024-07-18 15:47:00+00:00,136.0,266.0,4167.0,813182.0,EnabledWithCount,233.0,0.0,5.0,False,,[],[],,0
