ticker,text,lang,in_reply_to,is_quote_status,retweeted_tweet,possibly_sensitive,favorited,date,quote_count,reply_count,favorite_count,view_count,view_count_state,retweet_count,is_translatable,edits_remaining,has_card,thumbnail_title,urls,hashtags,user
AAPL,"Tim Cook’s compensation at Apple, $AAPL, grew to $74.6 million in 2024, compared with $63.2 million the prior year.

Cook’s pay was made up of a $3 million base salary, $58.1 million in stock awards, and roughly $13.5 million in additional compensation.",en,,False,,,False,2025-01-16 12:57:00+00:00,17,130,1018,266050.0,EnabledWithCount,85,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, is facing a mass lawsuit brought on behalf of around 20 million iPhone and iPad users in the United Kingdom, who were allegedly overcharged for app purchases, per Reuters.",en,,False,,,False,2025-01-13 22:58:00+00:00,6,69,518,129782.0,EnabledWithCount,59,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, working on ‘giant foldable iPad’ to boost product lineup, per Bloomberg.",en,,False,,,False,2025-01-13 15:37:00+00:00,98,260,754,293105.0,EnabledWithCount,51,False,5.0,False,,[],[],
AAPL,"Mark Zuckerberg of $META says Apple, $AAPL, haven't invented anything great in a while: ""Steve Jobs invented the iPhone and now they're just sitting on it 20 years later... so how are they making more money as a company? They do it by squeezing people,"" per tsarnick: https://t.co/R7lNpHA2hG",en,,False,,0.0,False,2025-01-13 02:01:00+00:00,55,368,2110,544946.0,EnabledWithCount,173,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, board opposes proposal to abolish DEI programs",en,,False,,,False,2025-01-11 23:38:15+00:00,149,530,4331,639338.0,EnabledWithCount,386,False,5.0,False,,[],[],
AAPL,"Nvidia, $NVDA, is helping humanoid robots learn through Apple, $AAPL, Vision Pro instruction, per TC.",en,,False,,,False,2025-01-08 14:17:00+00:00,8,55,578,113794.0,EnabledWithCount,60,False,5.0,False,,[],[],
AAPL,"Nvidia, $NVDA, has overtaken Apple, $AAPL, as a second most valuable company in the world. https://t.co/Cd8Up2j2CN",en,,False,,0.0,False,2025-01-06 16:17:00+00:00,25,109,2204,286954.0,EnabledWithCount,182,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, set for upgrade ‘supercycle,’ as 300 million iPhones are over 4 years old, per MW.",en,,False,,,False,2025-01-06 13:57:00+00:00,56,244,2471,473313.0,EnabledWithCount,136,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, is developing a Face ID smart home doorbell and lock system that would challenge Amazon’s, $AMZN, Ring, per Bloomberg.",en,,False,,,False,2025-01-06 13:37:00+00:00,53,133,1574,304498.0,EnabledWithCount,116,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, CEO Tim Cook will personally donate $1 million to President-elect Trump's inaugural committee, https://t.co/1dZSbgakle",en,,False,,0.0,False,2025-01-03 21:32:00+00:00,48,200,1530,236707.0,EnabledWithCount,89,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, has agreed to pay $95 million in cash to resolve a class-action lawsuit that alleged the company obtained private communications and shared them with third-parties without consent through Siri",en,,False,,,False,2025-01-02 21:59:42+00:00,52,128,2237,297011.0,EnabledWithCount,388,False,5.0,False,,[],[],
AAPL,"""Most Apple, $AAPL, iPhone owners see little to no value in Apple Intelligence so far,"" per 9to5Mac.",en,,False,,,False,2024-12-30 16:17:00+00:00,220,627,7982,1407235.0,EnabledWithCount,375,False,5.0,False,,[],[],
AAPL,"House Committee members are urging the top executives of Apple, $AAPL, and Google, $GOOGL, to be prepared to comply with a law that could result in TikTok facing an effective ban in the U.S. next month",en,,False,,,False,2024-12-24 12:17:00+00:00,1,64,283,103968.0,EnabledWithCount,28,False,5.0,False,,[],[],
AAPL,"Former NFL star Rob Gronkowski's said his best investment ever was buying shares of Apple, $AAPL.

IIn 2014, Gronkowski invested $69,000 in Apple. 

He said the investment is worth more than $600,000.

Apple stock has surged 972% since the iPhone 6 was launched in 2014. https://t.co/Zu1hPsF8f6",en,,False,,0.0,False,2024-12-23 13:17:00+00:00,23,106,1572,235467.0,EnabledWithCount,71,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, to assemble AirPods in India for the first time, starting 2025, per Bloomberg.",en,,False,,,False,2024-12-23 12:57:00+00:00,25,137,1114,213237.0,EnabledWithCount,91,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, reportedly developing foldable iPhone and iPad, per TC.",en,,False,,,False,2024-12-15 22:34:53+00:00,57,224,1300,308722.0,EnabledWithCount,106,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, is developing its first server chip specially designed for AI, working with Broadcom, $AVGO",en,,False,,,False,2024-12-11 17:42:03+00:00,3,38,318,107980.0,EnabledWithCount,27,False,5.0,False,,[],[],
AAPL,"BREAKING: Apple, $AAPL, is readying its blood-pressure tool for its Apple Watch, possibly by 2025, per Bloomberg.

Also says Smartwatch will be able to send texts via satellite.",en,,False,,,False,2024-12-10 19:43:00+00:00,18,92,1381,243907.0,EnabledWithCount,93,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, illegally spying on employees’ personal devices, per new lawsuit.",en,,False,,,False,2024-12-02 19:31:30+00:00,77,148,4540,533467.0,EnabledWithCount,482,False,5.0,False,,[],[],
AAPL,"BREAKING: Coinbase, $COIN, has announced the launch of Apple, $AAPL, Pay for all fiat-to-crypto purchases via Coinbase Onramp",en,,False,,,False,2024-12-02 18:10:21+00:00,44,94,3080,505381.0,EnabledWithCount,261,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, has created a commercial to show its AirPod Pro 2 as a hearing aid: https://t.co/Umqdy7QGAx",en,,False,,0.0,False,2024-12-01 23:01:00+00:00,21,77,978,224446.0,EnabledWithCount,57,False,5.0,False,,[],[],
AAPL,Companies with durable economic moats have been driving market gains in 2024. $AAPL and $NVDA are among these 10 stocks leading the rally. https://t.co/Crc93UZEt3,en,,False,,0.0,False,2024-11-27 21:00:00+00:00,0,0,5,1989.0,EnabledWithCount,2,False,5.0,True,10 Moat Stocks That Are Leading the Rally,"[{'display_url': 'spr.ly/6018twmrn', 'expanded_url': 'http://spr.ly/6018twmrn', 'url': 'https://t.co/Crc93UZEt3', 'indices': [139, 162]}]",[],
AAPL,Apple $AAPL is now once again the most valuable company in the world. https://t.co/AvgyGY6PPl,en,,False,,0.0,False,2024-11-22 18:14:52+00:00,3,61,464,119813.0,EnabledWithCount,33,False,5.0,False,,[],[],
AAPL,"Warren Buffett has sold 100 million more Apple, $AAPL, shares in the third quarter.",en,,False,,,False,2024-11-15 00:23:39+00:00,21,105,1166,285525.0,EnabledWithCount,117,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, iPhone exports from India jumped by a third in the six months through September, per Bloomberg.

The US company exported nearly $6 billion of India-made iPhones, an increase of a third in value terms from a year earlier.",en,,False,,,False,2024-11-07 15:17:00+00:00,1,45,232,95414.0,EnabledWithCount,22,False,5.0,False,,[],[],
AAPL,"Nvidia $NVDA is once again the most valuable company in the world, overtaking Apple $AAPL. https://t.co/S2MrUC8P8N",en,,False,,0.0,False,2024-11-05 21:08:00+00:00,7,68,828,172011.0,EnabledWithCount,44,False,5.0,False,,[],[],
AAPL,"🚨 Live now: @MstarMarkets with 3 #stockstosell and 3 #stockstobuy in November. Plus, new research on $MSFT, $AAPL, $AMZN and $META. https://t.co/WuEfUajdom",en,,False,,0.0,False,2024-11-04 14:00:00+00:00,0,0,0,1488.0,EnabledWithCount,0,False,5.0,True,"3 Stocks to Sell and 3 Stocks to Buy in November I November 4, 2024","[{'display_url': 'spr.ly/6013SViX1', 'expanded_url': 'http://spr.ly/6013SViX1', 'url': 'https://t.co/WuEfUajdom', 'indices': [132, 155]}]","['stockstosell', 'stockstobuy']",
AAPL,"Apple’s, $AAPL, new AI features released this week: https://t.co/XFqTkw5Bfg",en,,False,,0.0,False,2024-11-03 22:01:00+00:00,1,38,249,125408.0,EnabledWithCount,21,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, and Nvidia, $NVDA, are neck-and-neck for the most valuable company in the world.

Which do you think will be the most valuable at the end of the year?",en,,False,,,False,2024-11-02 18:01:00+00:00,5,150,461,140785.0,EnabledWithCount,40,False,5.0,False,,[],[],
AAPL,"Warren Buffett's Berkshire Hathaway has cut its stake in Apple, $AAPL, again.

Berkshire Hathaway reduced its holdings in the iPhone maker to just under $70 billion",en,,False,,,False,2024-11-02 16:33:08+00:00,4,67,474,102663.0,EnabledWithCount,48,False,5.0,False,,[],[],
AAPL,"Dan Ives of Wedbush says Apple, $AAPL, will be the first to hit a $4 trillion market cap: https://t.co/qNN9SHOdYJ",en,,False,,0.0,False,2024-11-02 16:01:00+00:00,4,91,260,100201.0,EnabledWithCount,28,False,5.0,False,,[],[],
AAPL,"HUGE NEW FEATURE

We just launched our full revamped financials page for every US equity.

We break down a company's financials in great detail.

Take $AAPL. Ever wonder if its revenue breakdown by product? Shares outstanding? Number of stores?

Start your fundamental investing https://t.co/4dKPgDzkOj",en,,False,,0.0,False,2024-11-01 18:56:40+00:00,5,43,182,263901.0,EnabledWithCount,14,False,5.0,False,,[],[],
AAPL,"Apple $AAPL expects next quarter Q1 revenue to grow in the low to mid single digits compared to the consenus 7% expected.

Stock falls a bit in after hours on the news of this. https://t.co/2ccJTAlX9v",en,,False,,0.0,False,2024-10-31 21:34:30+00:00,2,30,138,72026.0,EnabledWithCount,19,False,5.0,False,,[],[],
AAPL,"You can get live earnings and market news for any ticker including $AAPL $AMZN $META $GME or $MSFT at a discounted rate on Unusual Whales.

We are having are having a Halloween sale, get 15% off! The sale ends today: https://t.co/NZ42mMdD9g",en,1.85208644079836e+18,False,,0.0,False,2024-10-31 21:06:00+00:00,1,13,30,58200.0,EnabledWithCount,2,False,5.0,False,,"[{'display_url': 'unusualwhales.com/news-feed', 'expanded_url': 'http://unusualwhales.com/news-feed', 'url': 'https://t.co/NZ42mMdD9g', 'indices': [217, 240]}]",[],
AAPL,"BREAKING: Apple $AAPL earnings:  

EPS $1.64 vs $1.59
Revenue $94.9B vs $94.5B https://t.co/qDxIaaScru",en,,False,,0.0,False,2024-10-31 20:33:12+00:00,2,44,237,117711.0,EnabledWithCount,22,False,,False,,[],[],
AAPL,"Talk about a Spooky Halloween for markets.

$AAPL $AMZN $INTC earnings in next few minutes.

See them live here: https://t.co/9MFPXru7dD https://t.co/6txw3qtOZu",en,,False,,0.0,False,2024-10-31 19:56:40+00:00,3,30,175,64517.0,EnabledWithCount,29,False,5.0,False,,"[{'display_url': 'unusualwhales.com/earnings?forma…', 'expanded_url': 'https://unusualwhales.com/earnings?formats=table&order=report_date&order_direction=asc&min_options_vol=500&min_date=2024-10-31&max_date=2024-10-31', 'url': 'https://t.co/9MFPXru7dD', 'indices': [113, 136]}]",[],
AAPL,"Here are the implied moves for all stocks reporting earnings in after hours today. There are some big ones:

Apple $AAPL - 3.27%
Amazon $AMZN - 5.74%
Intel $INTC - 8.55%
$X - 3.04%

Get full breakdowns on Unusual Whales (psst, we are having a Halloween sale that ends today!) https://t.co/hQtvT7VVEU",en,,False,,0.0,False,2024-10-31 17:33:49+00:00,2,38,88,64527.0,EnabledWithCount,15,False,5.0,False,,[],[],
AAPL,"We are headed into a big earnings day with $MSFT $META reporting in After hours.

Here is the Unusual Whales market tide as we head into power hour.

Market muted with $SPY $AAPL $TSLA $COIN $NVDA $RDDT $QQQ $PENN $IWM $DELL leading net premiums https://t.co/uNOf4JzxBJ",en,,False,,0.0,False,2024-10-30 19:00:47+00:00,1,19,79,62364.0,EnabledWithCount,12,False,5.0,False,,[],[],
AAPL,"If you are trading $AAPL actively, check our tools to help you navigate its options flow, gamma exposure, stock moves and more.

Apple options breakdown here: https://t.co/WrFukN9IlQ",en,1.8512267262961503e+18,False,,0.0,False,2024-10-29 23:36:00+00:00,0,3,32,64951.0,EnabledWithCount,4,False,5.0,False,,"[{'display_url': 'unusualwhales.com/stock/aapl/ove…', 'expanded_url': 'http://unusualwhales.com/stock/aapl/overview', 'url': 'https://t.co/WrFukN9IlQ', 'indices': [159, 182]}]",[],
AAPL,"Apple, $AAPL, has officially released iOS 18.1, an update for iPhones that includes the first public version of Apple Intelligence, Apple’s artificial intelligence system.",en,,False,,,False,2024-10-29 11:37:00+00:00,10,85,552,185470.0,EnabledWithCount,50,False,5.0,False,,[],[],
AAPL,Call your earnings week $F $AAPL $MSFT $PYPL $META $XOM $V $MA $MCD $AMZN $GOOGL https://t.co/JuGQSGX2NY,en,,False,,0.0,False,2024-10-28 20:00:04+00:00,0,33,175,72824.0,EnabledWithCount,29,False,5.0,False,,[],[],
AAPL,"Here is the Unusual Whales market tide for the day, as we head into $AAPl $AMZN $META $GOOGL $MSFT earnings week:

$MSTR $DJT $META $FSLR $OKLO $GME $SOFI all lead in net premiums for the day. https://t.co/rX7Jp0n4oe",en,,False,,0.0,False,2024-10-28 19:27:40+00:00,0,30,60,65588.0,EnabledWithCount,5,False,5.0,False,,[],[],
AAPL,"This is a huge earnings week. Here are just some megacaps reporting:

$AAPL - 31st
$MSFT - 30th
$GOOGL - 29th
$AMZN - 31
$META - 30
$LLY - 30
$XOM - Nov 1
$V - 29th

As well as $MA, $MCD, $CAT, $UBER, $PFE, $INTC, $PYPL and more! Which are you trading? https://t.co/bpvLXZV9LA",en,,False,,0.0,False,2024-10-28 18:21:17+00:00,1,38,202,82274.0,EnabledWithCount,30,False,5.0,False,,[],[],
AAPL,"⏰ It's time for The Morning Filter. 

@MstarMarkets is live now talking about:
- Economic reports
- Earnings watch: $MSFT, $AAPL, and $LLY 
- Stock picks for the week

https://t.co/MzBIGMs5vW",en,,False,,0.0,False,2024-10-28 13:00:00+00:00,0,0,0,1520.0,EnabledWithCount,0,False,5.0,False,,"[{'display_url': 'spr.ly/6012qC8ik', 'expanded_url': 'http://spr.ly/6012qC8ik', 'url': 'https://t.co/MzBIGMs5vW', 'indices': [168, 191]}]",[],
AAPL,"Apple’s, $AAPL, iPhone 16 sales blocked in Indonesia due to local content regulations, per Reuters",en,,False,,,False,2024-10-28 11:02:09+00:00,1,49,219,125238.0,EnabledWithCount,23,False,5.0,False,,[],[],
AAPL,"Next week is a huge week of earnings! 

Here are some of the names reporting:

$AAPL $AMZN $CAT $CMG $DASH $GOOGL $MA $MCD $META $MSFT $V $HOOD $RBLX $COIN $XOM

Which are you trading? https://t.co/fk3BQF5KnJ",en,,False,,0.0,False,2024-10-25 17:46:00+00:00,4,47,225,137204.0,EnabledWithCount,48,False,5.0,False,,[],[],
AAPL,Nvidia $NVDA has officially the pushed out Apple $AAPL to become the most valuable company in the entire world by market cap. https://t.co/5XOaDwq8mG,en,,False,,0.0,False,2024-10-25 17:31:00+00:00,23,169,1677,228704.0,EnabledWithCount,189,False,5.0,False,,[],[],
AAPL,"Will $NVDA take the crown for the most valuable company from $AAPL? 

On this episode of Investing Insights, we discuss whether Apple Intelligence will influence sales, and the role bank loans can play in protecting your portfolio from an economic storm. https://t.co/y6NCF17mAf https://t.co/ONHrS7MWoN",en,,False,,0.0,False,2024-10-25 17:00:38+00:00,0,1,0,5771.0,EnabledWithCount,2,False,5.0,False,,"[{'display_url': 'spr.ly/6017qNlEd', 'expanded_url': 'http://spr.ly/6017qNlEd', 'url': 'https://t.co/y6NCF17mAf', 'indices': [255, 278]}]",[],
AAPL,"Initial excitement following the device’s February launch has faded, with sales declining due to the $AAPL Vision Pro’s steep price and competition from more affordable alternatives like $META Meta Platforms' Quest

Link: https://t.co/BCyszrqYCV",en,1.8490999125810995e+18,False,,0.0,False,2024-10-23 22:58:00+00:00,2,7,72,71303.0,EnabledWithCount,9,False,5.0,True,"Apple, $AAPL, could suspend production of the Vision Pro as soon as next month amid weak demand,...","[{'display_url': 'unusualwhales.com/news/apple-aap…', 'expanded_url': 'https://unusualwhales.com/news/apple-aapl-could-suspend-production-of-the-vision-pro-as-soon-as-next-month-amid-weak-demand-per-the-information', 'url': 'https://t.co/BCyszrqYCV', 'indices': [222, 245]}]",[],
AAPL,Apple $AAPL is down 2.24% after analysts downgrade their expectations for iPhone orders. https://t.co/EoafuCLWz7,en,,False,,0.0,False,2024-10-23 16:46:34+00:00,6,54,277,96839.0,EnabledWithCount,30,False,5.0,False,,[],[],
AAPL,"BREAKING: Apple, $AAPL, could suspend production of the Vision Pro as soon as next month amid weak demand, per the Information.",en,,False,,,False,2024-10-23 14:45:48+00:00,305,457,6331,1181184.0,EnabledWithCount,430,False,5.0,False,,[],[],
AAPL,"Earnings week is upon us.

At Unusual Whales we built a dashboard for all earnings as they report live from $TSLA $JPM $GME $AAPL and whatever you are trading.

Come check it out, and set custom alerts to never move an earnings move: https://t.co/Y3OrZN9iz2 https://t.co/qswIcJNjrV",en,,False,,0.0,False,2024-10-22 18:49:00+00:00,0,29,83,67204.0,EnabledWithCount,6,False,5.0,False,,"[{'display_url': 'unusualwhales.com/earnings?forma…', 'expanded_url': 'http://unusualwhales.com/earnings?formats=table&order=report_date&order_direction=asc&min_options_vol=500', 'url': 'https://t.co/Y3OrZN9iz2', 'indices': [234, 257]}]",[],
AAPL,"Nvidia, $NVDA, is approximately $70 billion away from being the most valuable company of the world, replacing $AAPL Apple for the top spot.",en,,False,,,False,2024-10-21 20:51:00+00:00,18,101,2032,243592.0,EnabledWithCount,215,False,5.0,False,,[],[],
AAPL,"Here is the market tide for today.

$NFLX $NVDA $BA $AAPL all leading net premiums positively as market curls upwards into close. https://t.co/j5Xdu2mhEl",en,,False,,0.0,False,2024-10-21 19:25:00+00:00,1,21,101,202168.0,EnabledWithCount,9,False,5.0,False,,[],[],
AAPL,"The top three companies in the S&amp;P 500 $SPX,  currently Apple $AAPL, Nvidia $NVDA, and Microsoft $MSFT, make up over 20% of the index. 

This is a record high, per Charlie Bilello",en,,False,,,False,2024-10-21 18:21:00+00:00,6,42,389,119461.0,EnabledWithCount,54,False,5.0,False,,[],[],
AAPL,"Trump Media, $DJT, announces release of Truth+ streaming on iOS and Apple, $AAPL, TV",en,,False,,,False,2024-10-21 13:32:13+00:00,2,65,403,120358.0,EnabledWithCount,46,False,5.0,False,,[],[],
AAPL,"The iPhone, $AAPL, 16 isn't wowing teenage consumers, and that could mean a smaller upgrade cycle for Apple, per Piper Sandler.

The research firm surveyed thousands of teenagers and found that 22% plan to upgrade to a iPhone 16 this fall or winter, compared with 23% a year ago.",en,,False,,,False,2024-10-18 14:37:00+00:00,17,95,298,131343.0,EnabledWithCount,37,False,5.0,False,,[],[],
AAPL,$META Zuckerberg has said that they would be twice as profitable if it wasn't for $AAPL and $GOOGL limiting them: https://t.co/9LeKt54z1r,en,,False,,0.0,False,2024-10-05 14:01:00+00:00,64,339,2102,450456.0,EnabledWithCount,143,False,5.0,False,,[],[],
AAPL,"You can follow all market news, including for Apple, $AAPL, on https://t.co/NZ42mMeaYO

Set alerts for your favorite companies' news articles using our custom alerts: https://t.co/VvWEbsHeAy",en,1.8398378693992573e+18,False,,0.0,False,2024-09-28 04:40:04+00:00,0,9,39,86430.0,EnabledWithCount,0,False,5.0,False,,"[{'display_url': 'unusualwhales.com/news-feed', 'expanded_url': 'http://unusualwhales.com/news-feed', 'url': 'https://t.co/NZ42mMeaYO', 'indices': [63, 86]}, {'display_url': 'unusualwhales.com/custom-alerts', 'expanded_url': 'http://unusualwhales.com/custom-alerts', 'url': 'https://t.co/VvWEbsHeAy', 'indices': [167, 190]}]",[],
AAPL,JUST IN: Apple $AAPL is now reportedly no longer involved in discussions to invest in OpenAI or board discussions per WSJ,en,,False,,,False,2024-09-28 01:21:45+00:00,92,193,4566,713836.0,EnabledWithCount,403,False,5.0,False,,[],[],
AAPL,"Apple, $AAPL, is no longer a ‘growth engine’ for investors, NYU’s ‘Dean of Valuation’ has said.",en,,False,,,False,2024-09-26 11:57:00+00:00,6,86,413,140302.0,EnabledWithCount,26,False,5.0,False,,[],[],
AAPL,"Here are the hottest and most active bullish and bearish option chain activity for today:

$LVS $43 calls
$DLTR $60 puts
$AAPL $250 calls
$NVDA $116 calls
$AMZN $195 calls
$BABA $93 calls
$HD $420 calls
$TSLA $260 calls
$BA $185 calls

Link: https://t.co/s2le2hzhoz https://t.co/KxkYp80Emw",en,,False,,0.0,False,2024-09-23 18:53:35+00:00,1,27,92,78724.0,EnabledWithCount,19,False,5.0,False,,"[{'display_url': 'unusualwhales.com/hottest-contra…', 'expanded_url': 'https://unusualwhales.com/hottest-contracts', 'url': 'https://t.co/s2le2hzhoz', 'indices': [242, 265]}]",[],
AAPL,"Long-term investors should look away, but short-term traders should understand the risks and opportunities of trading around index rebalances. 

Here’s how $MSFT, $NVDA, and $AAPL could be affected by the S&amp;P’s September shake up. 
https://t.co/9Gm6kb4VfO",en,,False,,0.0,False,2024-09-22 18:00:00+00:00,1,0,1,2308.0,EnabledWithCount,0,False,5.0,True,What to Know About S&P’s September Shakeup,"[{'display_url': 'spr.ly/6019oX3YU', 'expanded_url': 'http://spr.ly/6019oX3YU', 'url': 'https://t.co/9Gm6kb4VfO', 'indices': [236, 259]}]",[],
AAPL,"At market close on Friday, billions of dollars will exchange hands as S&amp;P changes the way it skirts regulatory concentration limits for its 11 Select Sector indexes.  

Here’s how this could likely affect $XLK, $AAPL, $MSFT, and $NVDA. https://t.co/QRxkQqqPVB",en,,False,,0.0,False,2024-09-20 13:00:00+00:00,0,0,0,1455.0,EnabledWithCount,0,False,5.0,True,What to Know About S&P’s September Shakeup,"[{'display_url': 'spr.ly/6014orTfK', 'expanded_url': 'http://spr.ly/6014orTfK', 'url': 'https://t.co/QRxkQqqPVB', 'indices': [240, 263]}]",[],
AAPL,"The Apple, $AAPL, iPhone 16 is officially available in stores.",en,,False,,,False,2024-09-20 11:17:00+00:00,18,108,627,175903.0,EnabledWithCount,55,False,5.0,False,,[],[],
AAPL,"BREAKING: Apple, $AAPL, introduces California driver’s licenses and state IDs in Apple Wallet",en,,False,,,False,2024-09-19 17:35:25+00:00,104,227,3789,643849.0,EnabledWithCount,313,False,5.0,False,,[],[],
AAPL,"JUST IN: JPMorgan, $JPM, in talks with Apple, $AAPL, to take over credit card business from Goldman Sachs ,$GS.",en,,False,,,False,2024-09-17 16:50:12+00:00,14,63,1471,252295.0,EnabledWithCount,134,False,5.0,False,,[],[],
